139,עמק החולה,1,0,2.0,גליל עליון אצבע הגליל והגולן,אצבע הגליל - מראש פינה ועד מטולה,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False

140,פארק בריטניה: מסלול הבורות והבארות,1,1,3.0,השפלה,ראשון לציון רחובות ונס ציונה,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False

141,פארק השרון ויער חדרה,1,1,6.0,השרון,חדרה וקיסריה,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False

142,פארק קנדה לטרון (עמק איילון),0,0,4.0,השפלה,ראשון לציון רחובות ונס ציונה,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False

143,צובה והסטף - טיול בהרי ירושלים,0,1,2.0,הרי ירושלים ואזור בית שמש,nan,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False

144,קטע מספר 1: מקופות החרמון לתל קצעה,1,1,14.0,גליל עליון אצבע הגליל והגולן,רמת הגולן,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False

145,קטע מספר 1: מקיבוץ דן לקיבוץ כפר גלעדי,0,0,14.0,גליל עליון אצבע הגליל והגולן,החרמון ומקורות הירדן,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

146,קטע מספר 10: מאלון הגליל לקיבוץ יגור,0,1,24.0,גליל תחתון עמקים וגלבוע,נצרת עפולה ועמק יזרעאל,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

147,קטע מספר 11: מקיבוץ יגור לעין הוד,0,2,21.0,חיפה והכרמל,חיפה והר הכרמל,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

148,קטע מספר 12: מעין הוד לרמת הנדיב,0,1,28.0,חיפה והכרמל,חוף הכרמל זכרון יעקב ורמות מנשה,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

149,קטע מספר 13: מרמת הנדיב לחדרה,0,1,23.0,חיפה והכרמל,חוף הכרמל זכרון יעקב ורמות מנשה,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

150,קטע מספר 14: מחדרה לחוף פולג,0,2,24.5,השרון,הרצליה ונתניה,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

151,קטע מספר 15: מחוף פולג לתל spring,0,0,21.5,השרון,הרצליה ונתניה,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

152,קטע מספר 16: מתל spring לכפר סירקין,0,0,30.0,מישור החוף וגוש דן,חולון פתח תקווה וגוש דן,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

153,קטע מספר 17: מכפר סירקין לגמזו,0,2,24.5,צפון הנגב,אשדוד ומישור החוף הדרומי,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False

