0,1,5.0
0,7,5.0
0,11,3.0
0,12,5.0
0,16,3.0
0,18,3.0
0,19,3.0
0,20,5.0
0,21,3.0
0,22,5.0
0,23,5.0
0,24,3.0
0,31,3.0
0,34,3.0
0,35,3.0
0,48,3.0
0,52,3.0
0,109,3.0
0,113,5.0
0,172,5.0
0,173,3.0
0,176,5.0
0,177,5.0
0,198,5.0
1,1,5.0
1,3,3.0
1,6,5.0
1,7,5.0
1,8,3.0
1,10,5.0
1,11,5.0
1,12,5.0
1,13,5.0
1,16,3.0
1,18,5.0
1,19,5.0
1,21,5.0
1,22,5.0
1,27,5.0
1,28,3.0
1,29,3.0
1,32,5.0
1,33,3.0
1,34,5.0
1,35,5.0
1,39,3.0
1,44,3.0
1,49,5.0
1,50,5.0
1,51,5.0
1,52,3.0
1,53,3.0
1,62,5.0
1,63,5.0
1,69,5.0
1,70,5.0
1,73,5.0
1,74,5.0
1,82,3.0
1,97,5.0
1,99,5.0
1,109,5.0
1,115,5.0
1,128,5.0
1,130,3.0
1,136,5.0
1,206,5.0
1,207,3.0
1,210,5.0
2,1,5.0
2,7,5.0
2,12,5.0
2,16,5.0
2,17,5.0
2,18,3.0
2,19,3.0
2,20,5.0
2,22,5.0
2,29,5.0
2,31,5.0
2,32,3.0
2,35,5.0
2,37,5.0
2,43,5.0
2,132,3.0
2,133,3.0
2,134,3.0
2,135,5.0
2,136,5.0
2,138,5.0
2,140,3.0
2,142,3.0
2,143,3.0
2,212,3.0
3,18,5.0
3,19,3.0
3,21,5.0
3,22,5.0
3,52,3.0
3,70,5.0
3,71,2.0
3,90,5.0
3,130,2.0
3,131,3.0
3,132,3.0
3,139,5.0
3,140,2.0
3,141,2.0
3,142,2.0
3,143,3.0
3,151,3.0
3,216,3.0
4,1,5.0
4,3,3.0
4,4,3.0
4,7,3.0
4,12,5.0
4,22,5.0
4,24,3.0
4,28,5.0
4,34,5.0
4,38,5.0
4,42,5.0
4,43,5.0
4,44,3.0
4,52,3.0
4,53,2.0
4,54,3.0
4,55,5.0
4,56,3.0
4,57,5.0
4,68,3.0
4,69,3.0
4,70,3.0
4,71,2.0
4,78,3.0
4,79,2.0
4,80,5.0
4,81,3.0
4,87,5.0
4,89,3.0
4,90,2.0
4,91,5.0
4,92,2.0
4,96,3.0
4,99,3.0
4,109,3.0
4,113,5.0
4,119,3.0
4,126,5.0
4,130,3.0
4,133,5.0
4,136,5.0
4,138,3.0
4,139,3.0
4,140,2.0
4,143,3.0
4,145,2.0
4,146,2.0
4,147,2.0
4,148,3.0
4,149,2.0
4,150,2.0
4,151,3.0
4,152,2.0
4,153,2.0
4,154,2.0
4,155,2.0
4,156,3.0
4,158,2.0
4,159,2.0
4,160,2.0
4,161,2.0
4,162,2.0
4,163,2.0
4,164,3.0
4,165,2.0
4,171,3.0
4,172,5.0
4,173,2.0
4,174,3.0
4,175,2.0
4,176,3.0
4,177,5.0
4,178,3.0
4,179,3.0
4,182,5.0
4,183,2.0
4,184,3.0
4,185,3.0
4,186,2.0
4,187,3.0
4,188,3.0
4,195,2.0
4,207,3.0
5,0,3.0
5,1,5.0
5,2,3.0
5,3,5.0
5,4,5.0
5,5,5.0
5,6,5.0
5,11,5.0
5,14,5.0
5,15,5.0
5,16,5.0
5,18,5.0
5,19,5.0
5,20,5.0
5,24,5.0
5,25,3.0
5,32,5.0
5,34,5.0
5,35,5.0
5,37,3.0
5,39,5.0
5,42,5.0
5,43,5.0
5,45,3.0
5,48,3.0
5,51,5.0
5,52,5.0
5,62,5.0
5,63,5.0
5,76,5.0
5,78,5.0
5,82,5.0
5,84,3.0
5,87,5.0
5,91,3.0
5,92,5.0
5,96,5.0
5,99,5.0
5,105,3.0
5,107,3.0
5,108,5.0
5,109,5.0
5,113,5.0
5,115,5.0
5,116,5.0
5,117,5.0
5,118,5.0
5,121,3.0
5,123,5.0
5,124,3.0
5,125,5.0
5,129,5.0
5,132,5.0
5,133,5.0
5,134,5.0
5,136,5.0
5,137,5.0
5,138,5.0
5,139,5.0
5,140,5.0
5,143,5.0
5,145,3.0
5,155,5.0
5,156,5.0
5,158,5.0
5,159,5.0
5,160,5.0
5,199,5.0
5,200,3.0
5,202,3.0
5,210,5.0
5,215,3.0
5,217,5.0
6,3,3.0
6,5,5.0
6,18,5.0
6,19,5.0
6,20,3.0
6,21,5.0
6,22,2.0
6,24,3.0
6,32,3.0
6,34,5.0
6,35,5.0
6,43,5.0
6,44,5.0
6,45,3.0
6,53,5.0
6,54,3.0
6,56,3.0
6,63,3.0
6,69,3.0
6,70,3.0
6,73,5.0
6,78,3.0
6,79,3.0
6,82,5.0
6,89,5.0
6,90,3.0
6,95,5.0
6,99,5.0
6,105,5.0
6,107,3.0
6,108,5.0
6,109,3.0
6,119,3.0
6,123,5.0
6,125,3.0
6,127,3.0
6,131,3.0
6,139,3.0
6,142,3.0
6,143,3.0
6,144,3.0
6,145,5.0
6,146,5.0
6,161,3.0
6,206,3.0
6,210,3.0
6,218,3.0
7,3,3.0
7,4,5.0
7,5,3.0
7,15,5.0
7,16,5.0
7,18,5.0
7,19,5.0
7,21,3.0
7,22,3.0
7,42,3.0
7,43,5.0
7,64,3.0
7,68,5.0
7,70,5.0
7,78,3.0
7,87,5.0
7,89,5.0
7,205,5.0
8,15,3.0
8,16,2.0
8,18,3.0
8,19,2.0
8,20,3.0
8,21,2.0
8,22,5.0
8,23,5.0
8,24,2.0
8,31,5.0
8,34,5.0
8,50,5.0
8,55,5.0
8,57,5.0
8,65,3.0
8,76,3.0
8,78,2.0
8,82,5.0
8,89,3.0
8,93,3.0
8,126,5.0
8,129,2.0
8,132,3.0
8,133,2.0
8,135,3.0
8,136,5.0
8,138,3.0
8,139,5.0
8,176,5.0
8,177,5.0
8,199,5.0
9,12,5.0
9,18,5.0
9,23,5.0
9,34,5.0
9,38,4.0
9,40,4.0
9,45,4.0
9,68,4.0
9,69,4.0
9,70,5.0
9,71,4.0
9,74,4.0
9,76,4.0
9,89,4.0
9,90,4.0
9,91,4.0
9,103,4.0
9,112,5.0
9,118,4.0
9,125,4.0
9,126,4.0
9,129,4.0
9,130,4.0
9,131,5.0
9,132,4.0
9,133,5.0
9,135,4.0
9,138,4.0
9,202,4.0
9,205,4.0
9,216,4.0
9,217,4.0
10,1,4.0
10,4,3.0
10,11,5.0
10,18,2.0
10,20,4.0
10,22,4.0
10,24,4.0
10,32,3.0
10,34,4.0
10,35,2.0
10,52,4.0
10,53,4.0
10,54,4.0
10,60,3.0
10,70,2.0
10,71,2.0
10,78,4.0
10,86,4.0
10,87,4.0
10,91,4.0
10,95,4.0
10,133,4.0
10,136,4.0
10,139,3.0
10,176,4.0
11,1,5.0
11,7,3.0
11,12,4.0
11,18,4.0
11,19,5.0
11,22,4.0
11,28,3.0
11,32,3.0
11,34,5.0
11,35,4.0
11,40,3.0
11,43,4.0
11,55,5.0
11,57,4.0
11,80,5.0
11,81,5.0
11,87,5.0
11,89,4.0
11,94,4.0
11,96,4.0
11,98,5.0
11,105,4.0
11,107,5.0
11,110,4.0
11,111,4.0
11,113,5.0
11,123,4.0
11,130,3.0
11,132,5.0
11,135,4.0
11,136,4.0
11,210,3.0
12,0,4.0
12,1,4.0
12,2,5.0
12,3,5.0
12,4,5.0
12,5,4.0
12,6,5.0
12,7,5.0
12,8,4.0
12,9,5.0
12,10,5.0
12,11,5.0
12,12,5.0
12,13,5.0
12,14,4.0
12,15,5.0
12,16,5.0
12,212,5.0
12,213,5.0
12,214,5.0
12,215,5.0
12,216,5.0
12,217,5.0
12,218,5.0
13,1,4.0
13,4,3.0
13,7,4.0
13,9,5.0
13,12,4.0
13,14,4.0
13,15,4.0
13,16,3.0
13,17,3.0
13,18,4.0
13,19,5.0
13,20,4.0
13,21,4.0
13,22,4.0
13,23,5.0
13,24,5.0
13,25,5.0
13,28,4.0
13,29,4.0
13,31,5.0
13,32,4.0
13,34,4.0
13,37,3.0
13,38,3.0
13,43,4.0
13,44,3.0
13,48,3.0
13,54,4.0
13,55,4.0
13,57,4.0
13,59,3.0
13,60,4.0
13,63,4.0
13,64,3.0
13,65,4.0
13,70,4.0
13,74,4.0
13,75,4.0
13,76,3.0
13,78,4.0
13,79,4.0
13,80,4.0
13,81,4.0
13,82,4.0
13,83,3.0
13,88,3.0
13,91,4.0
13,96,3.0
13,105,4.0
13,108,4.0
13,109,3.0
13,110,4.0
13,112,4.0
13,118,4.0
13,123,3.0
13,127,3.0
13,128,5.0
